time,x,y,x_tilt,y_tilt,pressure
60558,1000,255,-36,-9,0.48558
60563,1000,254,-36,-8,0.487534
60568,1000,254,-36,-8,0.488022
60573,1000,254,-36,-8,0.488998
60578,1000,254,-36,-8,0.490463
60584,1000,254,-36,-8,0.491928
60589,1000,253,-36,-8,0.492416
60594,1001,253,-36,-8,0.493393
60599,1001,253,-36,-8,0.495834
60605,1001,253,-36,-8,0.495834
60609,1001,252,-36,-8,0.495834
60614,1001,251,-36,-7,0.496323
60620,1001,251,-36,-7,0.496811
60625,1001,251,-36,-7,0.496811
60630,1001,251,-36,-7,0.496323
60636,1001,250,-36,-7,0.496811
60640,1001,250,-36,-7,0.498276
60645,1001,250,-36,-7,0.498764
60651,1001,250,-36,-7,0.498764
60657,1001,250,-36,-7,0.498764
60661,1001,249,-36,-7,0.499252
60668,1001,249,-36,-7,0.499252
60677,1001,249,-36,-7,0.499252
60692,1000,249,-36,-7,-0.498779
60698,1000,249,-36,-7,-0.497314
60708,1000,249,-36,-7,-0.494873
60713,1000,249,-36,-7,-0.493408
60720,1000,249,-36,-7,-0.490967
60727,1000,249,-36,-7,-0.487549
60732,1000,250,-36,-7,-0.486572
60738,1000,250,-36,-7,-0.486572
60742,1000,251,-36,-7,-0.484131
60747,1000,251,-36,-7,-0.483154
60753,999,252,-36,-7,-0.483154
60758,999,253,-36,-7,-0.482666
60758,999,253,-36,-7,-0.484131
60763,999,254,-36,-7,-0.482666
60769,999,255,-36,-7,-0.476807
60774,999,255,-36,-7,-0.473389
60778,1000,256,-36,-7,-0.469482
60785,1000,256,-36,-7,-0.468994
60790,1000,257,-36,-7,-0.464584
60794,1000,258,-36,-8,-0.45726
60800,1000,258,-36,-8,-0.454819
60806,1000,259,-36,-9,-0.455795
60811,1000,260,-36,-9,-0.448959
60817,1000,260,-36,-9,-0.444565
60823,1001,261,-36,-9,-0.440659
60827,1001,262,-36,-9,-0.434296
60834,1002,262,-36,-9,-0.429901
60834,1002,263,-36,-9,-0.427948
60839,1003,264,-36,-9,-0.425018
60845,1003,265,-36,-10,-0.422089
60851,1004,265,-36,-10,-0.417694
60856,1004,266,-36,-11,-0.419159
60860,1005,266,-36,-11,-0.425507
60866,1005,267,-36,-11,-0.419647
60872,1006,267,-36,-11,-0.417694
60876,1006,268,-36,-11,-0.416229
60881,1007,268,-36,-11,-0.416718
60887,1007,269,-36,-11,-0.415253
60891,1007,269,-36,-11,-0.412323
60896,1008,269,-36,-11,-0.410858
60902,1008,269,-36,-11,-0.410858
