time,x,y,x_tilt,y_tilt,pressure
23173,883,713,-41,-3,-0.468002
23178,883,713,-41,-3,-0.464584
23184,882,713,-41,-3,-0.464584
23189,882,713,-41,-3,-0.464096
23194,881,713,-41,-3,-0.466537
23200,880,713,-41,-3,-0.468002
23206,880,713,-41,-3,-0.466537
23211,880,713,-41,-3,-0.465073
23217,879,713,-41,-3,-0.459702
23223,879,713,-41,-3,-0.458237
23223,878,713,-41,-3,-0.457748
23228,878,713,-41,-3,-0.457748
23234,877,713,-41,-2,-0.457748
23239,876,713,-41,-2,-0.45726
23244,876,713,-41,-2,-0.45726
23250,875,713,-41,-2,-0.453842
23254,874,713,-41,-2,-0.455307
23259,873,713,-41,-2,-0.453842
23264,872,713,-41,-2,-0.457748
23270,871,713,-41,-2,-0.459213
23275,870,712,-41,-2,-0.456284
23280,869,712,-41,-2,-0.458725
23286,868,713,-41,-2,-0.453354
23291,867,713,-41,-2,-0.455307
23296,866,713,-41,-2,-0.454819
23302,865,713,-41,-2,-0.455307
23308,864,713,-40,-2,-0.456284
23308,863,713,-40,-2,-0.453354
23313,862,713,-40,-2,-0.453842
23319,861,713,-40,-2,-0.453354
23324,860,714,-40,-2,-0.452377
23328,859,714,-40,-2,-0.451889
23334,857,714,-40,-1,-0.447983
23339,856,714,-40,-1,-0.450424
23344,854,715,-39,-1,-0.451401
23349,853,715,-39,-1,-0.45433
23354,851,715,-39,-1,-0.451401
23360,849,715,-39,-1,-0.453842
23365,848,715,-39,-1,-0.456284
23370,846,715,-39,-1,-0.454819
23375,844,715,-38,-1,-0.45726
23382,842,715,-38,-1,-0.458725
23388,841,715,-38,-1,-0.45726
23393,839,714,-38,-1,-0.46019
23399,837,714,-38,-1,-0.463608
23399,835,714,-38,-1,-0.460678
23404,834,713,-37,-1,-0.462143
23409,832,712,-37,-1,-0.465561
23414,831,712,-37,0,-0.465073
23420,829,711,-37,0,-0.465561
23424,828,710,-37,0,-0.466537
23429,827,710,-37,0,-0.463608
23435,825,709,-37,0,-0.464096
23440,824,709,-37,0,-0.465561
23445,823,708,-37,0,-0.465073
23451,822,708,-38,0,-0.468002
23456,820,708,-38,0,-0.46312
23461,819,707,-39,0,-0.465073
23467,818,707,-39,0,-0.465073
23473,817,707,-39,0,-0.463608
23478,816,707,-39,0,-0.46312
23484,815,707,-39,0,-0.463608
23484,814,707,-39,0,-0.458725
23489,813,708,-39,0,-0.461166
23494,811,708,-39,0,-0.46019
23500,810,708,-39,0,-0.462143
23505,809,708,-39,0,-0.464096
23510,808,708,-39,0,-0.464584
23517,807,708,-38,0,-0.461655
23523,806,708,-38,0,-0.464584
23528,805,708,-38,0,-0.466049
23533,804,708,-38,0,-0.464584
23538,803,708,-38,0,-0.466537
23543,803,708,-38,0,-0.468491
23548,802,708,-38,0,-0.471924
23554,801,708,-38,0,-0.475342
23560,800,708,-38,0,-0.476807
23560,800,708,-38,0,-0.475342
23567,799,708,-38,0,-0.475342
23573,798,708,-38,0,-0.473877
23578,797,708,-38,0,-0.47583
23583,796,709,-38,0,-0.473877
23589,795,709,-38,0,-0.473877
23594,794,709,-38,0,-0.469971
23599,793,709,-37,0,-0.472412
23604,793,709,-37,1,-0.470947
23610,792,709,-37,1,-0.470459
23610,791,709,-37,2,-0.467026
23616,790,708,-37,2,-0.466049
23622,789,708,-37,2,-0.468002
23628,787,708,-37,2,-0.466049
23634,786,708,-37,2,-0.465073
23639,785,708,-37,2,-0.465073
23644,783,707,-36,2,-0.464096
23650,782,707,-36,2,-0.462143
23650,780,707,-36,2,-0.464584
23656,778,707,-35,2,-0.458237
23661,776,707,-35,2,-0.46019
23667,775,706,-35,2,-0.46019
23673,773,706,-35,2,-0.46019
23677,771,706,-35,2,-0.459702
23684,770,705,-35,2,-0.462631
