Gait Up - Physilog data export
Created on: 2020-07-20 10:37:32
Total data points: 10837

Time [128 hz],Gyro [128 hz],,,Accel [128 hz],,,Event [128 hz],Quaternion [128 hz],,,,
Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z,Event,Quat W,Quat X,Quat Y,Quat Z,
[s],[deg/s],[deg/s],[deg/s],[g],[g],[g],[],[],[],[],[],
132.64844,-12.90894,-3.93677,-11.68823,-0.19227,-0.42503,0.89949,,-0.58057,-0.09400,0.36069,-0.72388,
132.65625,-12.14600,-4.85229,-12.20703,-0.17265,-0.42282,0.90436,,-0.58113,-0.09398,0.36135,-0.72311,
132.66406,-10.89478,-5.40161,-12.78687,-0.14469,-0.43827,0.91288,,-0.58170,-0.09406,0.36196,-0.72233,
132.67188,-9.33838,-5.58472,-12.81738,-0.14273,-0.44833,0.91045,,-0.58225,-0.09420,0.36250,-0.72160,
132.67969,-9.06372,-5.21851,-12.87842,-0.14224,-0.44489,0.91532,,-0.58281,-0.09433,0.36302,-0.72087,
132.68750,-7.84302,-4.76074,-13.00049,-0.13512,-0.40370,0.91726,,-0.58338,-0.09450,0.36345,-0.72017,
132.69531,-8.63647,-4.27246,-13.03101,-0.13292,-0.40811,0.91775,,-0.58397,-0.09462,0.36390,-0.71944,
132.70313,-8.88062,-4.15039,-13.21411,-0.12875,-0.41694,0.91313,,-0.58457,-0.09472,0.36436,-0.71871,
132.71094,-9.24683,-3.81470,-13.70239,-0.12752,-0.42013,0.91215,,-0.58521,-0.09481,0.36481,-0.71795,
132.71875,-9.46045,-3.66211,-14.09912,-0.12629,-0.40909,0.90022,,-0.58587,-0.09489,0.36527,-0.71717,
132.72656,-9.94873,-3.54004,-13.97705,-0.13488,-0.40860,0.90826,,-0.58653,-0.09494,0.36575,-0.71638,
132.73438,-10.68115,-3.87573,-14.52637,-0.12924,-0.41154,0.89657,,-0.58721,-0.09499,0.36627,-0.71555,
132.74219,-11.35254,-3.84521,-15.04517,-0.14248,-0.42994,0.89608,,-0.58792,-0.09502,0.36682,-0.71467,
132.75000,-11.32202,-3.69263,-15.38086,-0.15573,-0.42601,0.90558,,-0.58865,-0.09506,0.36737,-0.71379,
132.75781,-11.74927,-4.08936,-15.86914,-0.15793,-0.44391,0.90826,,-0.58940,-0.09510,0.36794,-0.71287,
132.76563,-12.11548,-4.82178,-15.93018,-0.12899,-0.45274,0.90120,,-0.59013,-0.09517,0.36856,-0.71194,
132.77344,-12.42065,-4.60815,-15.77759,-0.12703,-0.44906,0.89901,,-0.59086,-0.09522,0.36919,-0.71100,
132.78125,-13.03101,-4.45557,-15.68604,-0.11820,-0.43509,0.89852,,-0.59159,-0.09523,0.36985,-0.71005,
132.78906,-14.16016,-4.18091,-15.74707,-0.11796,-0.41939,0.90461,,-0.59233,-0.09518,0.37054,-0.70907,
132.79688,-15.04517,-3.72314,-16.02173,-0.12948,-0.42430,0.91240,,-0.59311,-0.09508,0.37126,-0.70806,
132.80469,-17.33398,-4.11987,-16.51001,-0.08632,-0.43754,0.90412,,-0.59392,-0.09493,0.37209,-0.70696,
132.81250,-19.53125,-1.86157,-16.72363,-0.10741,-0.41522,0.91020,,-0.59480,-0.09458,0.37294,-0.70582,
132.82031,-20.96558,-1.73950,-16.75415,-0.11648,-0.41498,0.92286,,-0.59570,-0.09417,0.37385,-0.70463,
132.82813,-24.47510,-1.34277,-16.90674,-0.09809,-0.42086,0.92092,,-0.59663,-0.09360,0.37492,-0.70336,
132.83594,-26.39771,-0.42725,-16.81519,-0.10765,-0.42307,0.93090,,-0.59759,-0.09290,0.37603,-0.70203,
132.84375,-30.91431,-0.06104,-16.51001,-0.14077,-0.40002,0.95013,,-0.59858,-0.09200,0.37734,-0.70061,
132.85156,-36.83472,-1.34277,-16.72363,-0.15082,-0.38580,0.95183,,-0.59957,-0.09092,0.37898,-0.69902,
132.85938,-40.06958,-1.67847,-16.90674,-0.14837,-0.38604,0.96741,,-0.60058,-0.08972,0.38078,-0.69732,
132.86719,-48.09570,-3.54004,-18.18848,-0.16480,-0.36029,0.99127,,-0.60164,-0.08832,0.38302,-0.69535,
132.87500,-57.86133,-6.34766,-19.37866,-0.14175,-0.36054,0.99200,,-0.60274,-0.08669,0.38583,-0.69305,
132.88281,-63.41553,-7.50732,-19.89746,-0.12360,-0.39659,0.97106,,-0.60386,-0.08490,0.38893,-0.69057,
132.89063,-73.91357,-7.84302,-20.38574,-0.11501,-0.39928,0.96790,,-0.60503,-0.08270,0.39254,-0.68776,
132.89844,-84.99146,-10.07080,-20.66040,-0.13512,-0.34705,0.99662,,-0.60620,-0.08016,0.39673,-0.68462,
132.90625,-91.97998,-10.28442,-20.99609,-0.13684,-0.38040,0.97666,,-0.60739,-0.07734,0.40125,-0.68125,
132.91406,-106.04858,-9.64355,-22.36938,-0.11354,-0.39928,1.00831,,-0.60871,-0.07395,0.40636,-0.67740,
132.92188,-121.67358,-9.27734,-23.95630,-0.15720,-0.37868,1.02413,,-0.61015,-0.06993,0.41214,-0.67302,
132.92969,-130.09644,-10.28442,-25.42114,-0.18516,-0.34411,1.01220,,-0.61163,-0.06564,0.41831,-0.66830,
132.93750,-152.77100,-12.84790,-29.26636,-0.15891,-0.32474,1.02462,,-0.61325,-0.06063,0.42555,-0.66269,
132.94531,-180.93872,-14.58740,-35.64453,-0.20184,-0.29752,1.10276,,-0.61514,-0.05471,0.43405,-0.65590,
132.95313,-197.47925,-17.15088,-40.16113,-0.26659,-0.25779,1.11907,,-0.61711,-0.04832,0.44330,-0.64833,
132.96094,-239.62402,-31.89087,-50.72021,-0.25065,-0.14548,1.09424,,-0.61910,-0.04114,0.45488,-0.63884,
132.96875,-295.86792,-47.97363,-61.82861,-0.18589,-0.14033,1.07209,,-0.62101,-0.03264,0.46938,-0.62687,
132.97656,-323.82202,-51.17798,-67.04712,-0.31442,-0.20728,1.13514,,-0.62281,-0.02323,0.48497,-0.61349,
132.98438,-368.28613,-68.51196,-79.37622,-0.51578,-0.45274,1.23154,,-0.62425,-0.01303,0.50284,-0.59774,
132.99219,-391.26587,-90.75928,-93.65845,-0.40688,-0.61434,1.27633,,-0.62507,-0.00323,0.52222,-0.58014,
133.00000,-400.11597,-93.41431,-99.94507,-0.20552,-0.87354,1.39220,,-0.62553,0.00661,0.54164,-0.56150,
133.00781,-420.07446,-73.85254,-102.69165,0.04711,-1.13519,1.60253,,-0.62628,0.01794,0.56054,-0.54152,
133.01563,-428.92456,-20.96558,-117.24854,-0.91581,-2.24873,1.85132,,-0.62898,0.03113,0.57697,-0.52011,
133.02344,-413.05542,-31.25000,-129.30298,-0.80937,-2.27055,1.88613,,-0.63114,0.04286,0.59280,-0.49841,
133.03125,-384.39941,-46.14258,-146.97266,-0.60408,-2.15236,1.74470,,-0.63287,0.05207,0.60782,-0.47678,
133.03906,-354.79736,-33.56934,-157.31812,-0.89766,-1.71023,1.89003,,-0.63510,0.05994,0.62091,-0.45556,
133.04688,-341.21704,-43.24341,-167.84668,-0.78778,-1.37894,1.72522,,-0.63688,0.06638,0.63363,-0.43416,
133.05469,-297.82104,-38.14697,-183.50220,-0.94623,-0.41669,1.46329,,-0.63917,0.07034,0.64450,-0.41368,
133.06250,-282.95898,-63.11035,-201.08032,-1.22461,0.53819,0.98153,,-0.64060,0.07207,0.65578,-0.39293,
133.07031,-293.85376,-99.09058,-213.19580,-1.18193,1.07105,0.76000,,-0.64033,0.07263,0.66861,-0.37102,
133.07813,-372.52808,-143.31055,-223.93799,-0.42896,0.24883,0.90509,,-0.63743,0.07490,0.68495,-0.34484,
133.08594,-412.87231,-60.30273,-187.31689,0.04024,-3.33186,2.55582,,-0.63667,0.08256,0.69782,-0.31762,
133.09375,-300.23193,0.94604,-160.12573,-0.49273,-3.51284,3.16076,,-0.63827,0.08825,0.70484,-0.29668,
133.10156,-41.29028,43.18237,-80.26123,-0.66417,-2.01896,2.41585,,-0.64179,0.08727,0.70393,-0.29150,
133.10938,110.68726,97.32056,-9.00269,-1.51231,-1.55427,2.33478,,-0.64744,0.08401,0.69710,-0.29634,
133.11719,174.62158,74.15771,17.30347,-1.31585,-1.09424,1.79168,,-0.65168,0.07870,0.68984,-0.30536,
133.12500,238.06763,48.91968,53.55835,-1.32100,-0.29212,1.21669,,-0.65418,0.07171,0.68202,-0.31899,
133.13281,249.23706,1.40381,71.22803,-0.97542,-0.15431,0.81697,,-0.65392,0.06391,0.67586,-0.33393,
133.14063,251.06812,-16.57104,76.35498,-0.74903,-0.17172,0.69136,,-0.65249,0.05585,0.67029,-0.34908,
133.14844,259.82666,-30.60913,87.00562,-0.42405,-0.14156,0.56015,,-0.64994,0.04753,0.66491,-0.36499,
133.15625,264.16016,-25.48218,99.88403,-0.19914,-0.10796,0.48882,,-0.64707,0.03971,0.65893,-0.38148,
133.16406,263.00049,-17.88330,106.81152,-0.11035,-0.13248,0.44963,,-0.64412,0.03242,0.65240,-0.39805,
133.17188,259.85718,3.69263,120.84961,0.00664,-0.20531,0.44135,,-0.64148,0.02647,0.64473,-0.41487,
133.17969,258.05664,28.56445,133.33130,0.02872,-0.32130,0.46910,,-0.63932,0.02185,0.63577,-0.43196,
133.18750,258.51440,40.19165,138.27515,-0.02426,-0.35539,0.49880,,-0.63726,0.01778,0.62602,-0.44909,
133.19531,261.44409,51.87988,143.15796,-0.15425,-0.33822,0.51584,,-0.63528,0.01415,0.61540,-0.46637,
133.20313,258.81958,49.04175,140.28931,-0.23568,-0.38016,0.61029,,-0.63300,0.01042,0.60472,-0.48323,
133.21094,257.23267,44.55566,137.54272,-0.25825,-0.47113,0.65728,,-0.63037,0.00650,0.59405,-0.49971,
133.21875,261.65771,32.44019,131.04248,-0.26095,-0.61949,0.73128,,-0.62721,0.00172,0.58349,-0.51590,
133.22656,269.80591,20.84351,123.53516,-0.16676,-0.71243,0.75660,,-0.62359,-0.00410,0.57291,-0.53188,
133.23438,273.95630,18.34106,119.78149,-0.11207,-0.74063,0.77145,,-0.61975,-0.01033,0.56204,-0.54764,
133.24219,280.42603,20.56885,113.40332,-0.02205,-0.76515,0.78630,,-0.61597,-0.01699,0.55060,-0.56314,
133.25000,283.17261,30.42603,107.91016,-0.04290,-0.80905,0.80747,,-0.61251,-0.02359,0.53840,-0.57828,
133.25781,283.08105,35.30884,105.31616,-0.09882,-0.83528,0.81940,,-0.60905,-0.03005,0.52576,-0.59307,
133.26563,280.82275,39.73389,100.25024,-0.23348,-0.86765,0.84837,,-0.60571,-0.03640,0.51279,-0.60732,
133.27344,278.38135,39.42871,98.38867,-0.32374,-0.89316,0.92018,,-0.60218,-0.04269,0.49971,-0.62116,
133.28125,274.04785,32.53174,96.43555,-0.33232,-0.98070,0.96133,,-0.59827,-0.04914,0.48690,-0.63450,
133.28906,271.97266,27.92358,97.19849,-0.42675,-1.06555,1.02121,,-0.59395,-0.05563,0.47416,-0.64753,
133.29688,270.87402,23.65112,97.80884,-0.44318,-1.07511,1.06892,,-0.58924,-0.06221,0.46147,-0.66028,
133.30469,266.26587,19.22607,98.99902,-0.45275,-1.20581,1.18285,,-0.58413,-0.06874,0.44900,-0.67266,
133.31250,262.90894,20.84351,99.79248,-0.41596,-1.44441,1.27414,,-0.57883,-0.07500,0.43645,-0.68472,
133.32031,261.59668,25.23804,100.09766,-0.43288,-1.60135,1.29921,,-0.57344,-0.08092,0.42365,-0.69652,
133.32813,261.90186,36.37695,100.43335,-0.48242,-1.93828,1.33670,,-0.56814,-0.08627,0.41026,-0.70814,
133.33594,264.86206,48.82813,104.00391,-0.48242,-2.28723,1.33475,,-0.56279,-0.09094,0.39614,-0.71977,
133.34375,268.28003,55.93872,107.26929,-0.48929,-2.44417,1.29094,,-0.55723,-0.09523,0.38148,-0.73137,
133.35156,276.82495,71.31958,114.04419,-0.54325,-2.64549,1.14366,,-0.55146,-0.09883,0.36572,-0.74322,
133.35938,279.66309,81.97021,121.36841,-0.38530,-2.68620,0.96814,,-0.54531,-0.10176,0.34935,-0.75514,
133.36719,274.32251,85.75439,128.44849,-0.02573,-2.65359,0.81161,,-0.53870,-0.10412,0.33305,-0.76684,
133.37500,254.36401,126.40381,149.32251,0.29262,-2.65236,0.60202,,-0.53182,-0.10315,0.31633,-0.77876,
133.38281,222.93091,170.04395,170.44067,0.32794,-2.47924,0.30430,,-0.52473,-0.09823,0.29973,-0.79068,
133.39063,204.62036,183.22754,179.10767,0.32598,-2.11190,0.15896,,-0.51732,-0.09174,0.28355,-0.80222,
133.39844,147.27783,184.78394,194.97681,0.64262,-1.61288,-0.07717,,-0.50921,-0.08288,0.27041,-0.81284,
133.40625,84.22852,182.46460,192.50488,0.44665,-3.37797,-0.24319,,-0.50135,-0.07202,0.26067,-0.82190,
133.41406,84.83887,180.02319,176.63574,0.23597,-3.89881,-0.22639,,-0.49418,-0.06136,0.25105,-0.83006,
133.42188,85.11353,115.57007,131.37817,0.79763,-3.49297,-1.06600,,-0.48837,-0.05514,0.24344,-0.83618,
133.42969,51.84937,65.27710,84.04541,0.93670,-3.27007,-1.63198,,-0.48450,-0.05151,0.23914,-0.83989,
133.43750,22.85767,32.71484,59.14307,0.75692,-2.96256,-1.76782,,-0.48161,-0.04921,0.23751,-0.84216,
133.44531,-70.98389,-82.42798,0.70190,0.13075,-2.40493,-1.98010,,-0.48050,-0.05132,0.24480,-0.84057,
133.45313,-186.43188,-261.10840,-72.41821,1.03039,-1.29384,-1.75273,,-0.48085,-0.06127,0.26422,-0.83380,
133.46094,-222.22900,-304.56543,-95.55054,1.69041,0.38542,-0.34689,,-0.48156,-0.07310,0.28676,-0.82494,
133.46875,-265.07568,-151.39771,-65.00244,1.02402,-0.92062,3.31583,,-0.48348,-0.07436,0.30641,-0.81660,
133.47656,-175.81177,-81.29883,-35.46143,-0.32423,-0.86496,2.82238,,-0.48460,-0.07368,0.31879,-0.81124,
133.48438,-158.05054,-148.04077,-59.17358,1.42331,-1.31101,0.97082,,-0.48539,-0.07799,0.33193,-0.80507,
133.49219,-174.80469,-108.79517,-102.72217,1.28670,-0.97040,0.66774,,-0.48944,-0.08048,0.34446,-0.79707,
133.50000,-188.17139,-102.26440,-105.65186,0.34070,-2.20729,1.83939,,-0.49374,-0.08216,0.35750,-0.78846,
133.50781,-167.29736,-110.10742,-96.37451,-0.41350,-2.47090,2.27149,,-0.49709,-0.08448,0.36976,-0.78041,
133.51563,-84.19800,-164.91699,-69.48853,-0.66466,-1.66584,1.73959,,-0.49704,-0.09176,0.37944,-0.77496,
133.52344,-53.58887,-167.05322,-35.12573,0.46088,-2.27350,2.26005,,-0.49486,-0.09952,0.38763,-0.77133,
133.53125,-29.44946,-158.41675,-26.58081,2.17114,-2.27668,1.32477,,-0.49222,-0.10753,0.39444,-0.76848,
133.53906,55.17578,10.25391,-15.38086,-0.03138,0.25496,0.96498,,-0.49287,-0.10896,0.39108,-0.76958,
133.54688,2.99072,0.15259,-3.44849,-0.73088,-0.12366,0.98835,,-0.49305,-0.10907,0.39070,-0.76965,
133.55469,0.54932,-10.19287,-8.23975,-0.35170,-0.12292,0.93966,,-0.49321,-0.10977,0.39085,-0.76937,
133.56250,-7.26318,-4.15039,-18.98193,-0.13267,-0.40639,0.92457,,-0.49415,-0.11021,0.39113,-0.76856,
133.57031,-5.76782,-3.78418,-18.15796,-0.16235,-0.54028,0.94234,,-0.49504,-0.11062,0.39136,-0.76781,
133.57813,-4.33350,-7.23267,-16.08276,-0.12777,-0.36520,0.95354,,-0.49572,-0.11119,0.39166,-0.76714,
133.58594,-7.81250,-10.00977,-14.80103,-0.01249,-0.40983,0.92481,,-0.49629,-0.11179,0.39223,-0.76639,
133.59375,-7.96509,-6.59180,-11.77979,-0.07234,-0.55009,0.95475,,-0.49679,-0.11211,0.39271,-0.76577,
133.60156,-6.10352,-8.02612,-9.76563,-0.02843,-0.43410,0.94915,,-0.49713,-0.11250,0.39319,-0.76525,
133.60938,-7.90405,-3.96729,-6.50024,-0.04560,-0.40394,0.95816,,-0.49742,-0.11255,0.39362,-0.76483,
133.61719,-9.64355,-1.31226,-4.45557,-0.12482,-0.43410,0.94915,,-0.49769,-0.11233,0.39407,-0.76446,
133.62500,-9.36890,-1.73950,-4.36401,-0.12654,-0.38457,0.95232,,-0.49794,-0.11214,0.39452,-0.76409,
133.63281,-11.81030,-0.97656,-4.73022,-0.10397,-0.39364,0.98348,,-0.49825,-0.11185,0.39507,-0.76365,
133.64063,-14.37378,1.19019,-4.73022,-0.08582,-0.37746,0.98518,,-0.49864,-0.11136,0.39567,-0.76315,
133.64844,-16.57104,1.98364,-4.54712,-0.09588,-0.34435,0.97179,,-0.49906,-0.11075,0.39636,-0.76261,
133.65625,-20.53833,3.23486,-4.51660,-0.10079,-0.34950,0.97496,,-0.49954,-0.10994,0.39721,-0.76197,
133.66406,-23.55957,5.40161,-4.79126,-0.16186,-0.38997,0.94355,,-0.50011,-0.10891,0.39814,-0.76126,
133.67188,-24.71924,4.97437,-5.18799,-0.19595,-0.41400,0.92189,,-0.50070,-0.10787,0.39914,-0.76050,
133.67969,-25.20752,2.50244,-6.71387,-0.18589,-0.41988,0.88976,,-0.50130,-0.10698,0.40024,-0.75965,
133.68750,-24.50562,1.95313,-9.33838,-0.26021,-0.44048,0.88927,,-0.50201,-0.10621,0.40130,-0.75872,
133.69531,-23.46802,-0.45776,-10.80322,-0.23961,-0.44612,0.87880,,-0.50272,-0.10564,0.40239,-0.75775,
133.70313,-22.12524,-3.05176,-13.58032,-0.19963,-0.44759,0.87564,,-0.50350,-0.10533,0.40348,-0.75670,
133.71094,-20.69092,-4.66919,-14.52637,-0.19693,-0.45372,0.89608,,-0.50426,-0.10517,0.40455,-0.75565,
133.71875,-20.23315,-5.82886,-14.92310,-0.14910,-0.43533,0.90655,,-0.50501,-0.10511,0.40562,-0.75458,
133.72656,-20.29419,-5.61523,-14.49585,-0.16529,-0.45789,0.90534,,-0.50575,-0.10502,0.40669,-0.75352,
133.73438,-20.29419,-8.20923,-13.85498,-0.09392,-0.45348,0.88830,,-0.50637,-0.10505,0.40786,-0.75246,
133.74219,-20.41626,-6.13403,-12.69531,-0.09220,-0.43876,0.89998,,-0.50700,-0.10494,0.40897,-0.75145,
133.75000,-20.99609,-5.76782,-11.68823,-0.10324,-0.44808,0.91118,,-0.50758,-0.10477,0.41010,-0.75047,
133.75781,-21.51489,-5.70679,-11.26099,-0.06890,-0.44293,0.88805,,-0.50815,-0.10456,0.41126,-0.74947,
133.76563,-22.61353,-3.17383,-10.77271,-0.11918,-0.44269,0.89292,,-0.50877,-0.10417,0.41239,-0.74849,
133.77344,-23.92578,-3.14331,-10.46753,-0.13267,-0.44195,0.90314,,-0.50939,-0.10371,0.41358,-0.74748,
133.78125,-24.56665,-3.44849,-10.55908,-0.13758,-0.44220,0.90753,,-0.51000,-0.10326,0.41481,-0.74644,
133.78906,-26.09253,-2.25830,-10.98633,-0.14714,-0.44514,0.90387,,-0.51068,-0.10270,0.41608,-0.74535,
133.79688,-27.74048,-2.71606,-11.07788,-0.12458,-0.45642,0.88367,,-0.51135,-0.10211,0.41744,-0.74420,
133.80469,-28.16772,-2.16675,-10.86426,-0.12629,-0.46696,0.89170,,-0.51204,-0.10148,0.41881,-0.74305,
133.81250,-28.99170,-1.77002,-10.19287,-0.10913,-0.47702,0.87685,,-0.51270,-0.10077,0.42021,-0.74190,
133.82031,-28.99170,-1.22070,-9.09424,-0.10814,-0.47089,0.87272,,-0.51332,-0.10000,0.42159,-0.74078,
133.82813,-29.47998,-1.28174,-8.60596,-0.10447,-0.49762,0.86590,,-0.51391,-0.09921,0.42301,-0.73967,
133.83594,-28.93066,-0.54932,-7.26318,-0.09711,-0.48952,0.84837,,-0.51446,-0.09836,0.42438,-0.73862,
133.84375,-28.93066,0.09155,-5.70679,-0.09981,-0.49933,0.86054,,-0.51494,-0.09743,0.42574,-0.73763,
133.85156,-28.74756,0.51880,-4.94385,-0.09858,-0.49639,0.85470,,-0.51539,-0.09646,0.42708,-0.73666,
133.85938,-28.77808,1.43433,-3.75366,-0.09196,-0.50792,0.85178,,-0.51580,-0.09542,0.42839,-0.73575,
133.86719,-29.05273,2.68555,-2.38037,-0.09098,-0.50792,0.84715,,-0.51619,-0.09426,0.42968,-0.73487,
133.87500,-29.47998,3.14331,-1.52588,-0.08754,-0.50350,0.84715,,-0.51654,-0.09303,0.43099,-0.73402,
133.88281,-30.79224,4.88281,-0.82397,-0.12777,-0.50890,0.85567,,-0.51691,-0.09165,0.43229,-0.73316,
133.89063,-32.07397,5.58472,-1.06812,-0.14616,-0.48658,0.86371,,-0.51733,-0.09019,0.43363,-0.73226,
133.89844,-33.26416,6.01196,-1.64795,-0.14641,-0.48903,0.86079,,-0.51779,-0.08869,0.43501,-0.73130,
133.90625,-35.70557,5.98145,-2.96021,-0.15793,-0.47236,0.87004,,-0.51832,-0.08715,0.43650,-0.73022,
133.91406,-39.94751,6.95801,-4.39453,-0.19938,-0.47089,0.89852,,-0.51898,-0.08544,0.43815,-0.72896,
133.92188,-42.23633,5.67627,-5.34058,-0.17584,-0.45568,0.90485,,-0.51965,-0.08375,0.43995,-0.72759,
133.92969,-48.61450,6.71387,-7.78198,-0.22735,-0.45838,0.91629,,-0.52051,-0.08185,0.44200,-0.72595,
133.93750,-56.03027,4.51660,-10.19287,-0.19693,-0.44661,0.93357,,-0.52146,-0.07987,0.44448,-0.72398,
133.94531,-60.21118,3.08228,-11.10840,-0.15891,-0.44686,0.92432,,-0.52242,-0.07784,0.44720,-0.72182,
133.95313,-70.12939,3.29590,-12.32910,-0.18074,-0.44735,0.94769,,-0.52349,-0.07549,0.45039,-0.71931,
133.96094,-82.21436,2.41089,-14.19067,-0.21312,-0.42013,0.96279,,-0.52467,-0.07280,0.45417,-0.71634,
133.96875,-89.20288,1.31226,-15.65552,-0.21361,-0.40762,0.95475,,-0.52591,-0.06996,0.45831,-0.71308,
133.97656,-105.04150,-1.43433,-18.61572,-0.18099,-0.42282,0.95232,,-0.52725,-0.06678,0.46328,-0.70917,
133.98438,-123.56567,-2.62451,-20.59937,-0.14739,-0.38065,0.94818,,-0.52871,-0.06306,0.46915,-0.70455,
133.99219,-135.04028,-2.74658,-21.57593,-0.15818,-0.37746,0.95792,,-0.53021,-0.05896,0.47553,-0.69948,
134.00000,-159.57642,-5.43213,-23.59009,-0.14886,-0.34484,0.96765,,-0.53177,-0.05416,0.48312,-0.69346,
134.00781,-189.30054,-10.43701,-25.90942,-0.11354,-0.33749,0.99443,,-0.53331,-0.04860,0.49221,-0.68626,
134.01563,-205.84106,-13.82446,-26.27563,-0.12654,-0.33724,1.00125,,-0.53471,-0.04261,0.50210,-0.67835,
134.02344,-241.21094,-22.24731,-27.00806,-0.13905,-0.28648,0.95743,,-0.53583,-0.03573,0.51381,-0.66904,
134.03125,-278.50342,-30.12085,-27.22168,-0.15744,-0.31689,0.97520,,-0.53660,-0.02785,0.52734,-0.65818,
134.03906,-296.81396,-35.15625,-27.25220,-0.17510,-0.40811,1.04945,,-0.53702,-0.01952,0.54167,-0.64639,
134.04688,-322.29614,-46.84448,-30.94482,-0.32104,-0.53121,1.10276,,-0.53695,-0.01088,0.55729,-0.63324,
134.05469,-342.28516,-63.23242,-37.50610,-0.27419,-0.80071,1.29556,,-0.53627,-0.00245,0.57407,-0.61875,
134.06250,-352.38647,-61.55396,-40.37476,-0.05811,-0.91032,1.42142,,-0.53546,0.00630,0.59089,-0.60340,
134.07031,-379.91333,-45.80688,-45.98999,-0.01004,-1.24014,1.42945,,-0.53517,0.01647,0.60786,-0.58637,
134.07813,-405.45654,-15.31982,-47.05811,-0.19472,-1.74358,1.52707,,-0.53575,0.02876,0.62429,-0.56782,
134.08594,-407.62329,-5.03540,-50.01831,-0.54521,-1.98144,1.74665,,-0.53642,0.04146,0.63994,-0.54864,
134.09375,-401.42822,-13.88550,-62.50000,-0.88270,-2.01724,1.63126,,-0.53676,0.05306,0.65520,-0.52894,
134.10156,-382.59888,-27.98462,-83.70972,-0.79858,-1.82818,1.64878,,-0.53692,0.06245,0.66988,-0.50900,
134.10938,-368.56079,-30.39551,-93.84155,-0.79367,-1.63445,1.70258,,-0.53702,0.07072,0.68375,-0.48898,
134.11719,-342.71240,-38.48267,-107.97119,-0.81010,-1.15922,1.61373,,-0.53700,0.07704,0.69668,-0.46939,
134.12500,-309.72290,-42.41943,-116.24146,-0.89153,-0.39806,1.46085,,-0.53696,0.08155,0.70837,-0.45082,
134.13281,-301.36108,-45.92896,-120.91064,-0.92121,-0.09497,1.25734,,-0.53670,0.08532,0.71962,-0.43223,
134.14063,-310.51636,-67.77954,-140.56396,-0.21533,0.64290,1.09083,,-0.53566,0.08770,0.73170,-0.41230,
134.14844,-370.11719,-22.30835,-151.91650,0.59480,-1.79189,1.06552,,-0.53656,0.09280,0.74343,-0.38834,
134.15625,-372.13135,36.19385,-152.61841,-0.04560,-3.29165,2.71454,,-0.53989,0.09966,0.75249,-0.36378,
134.16406,-102.78320,44.37256,-137.78687,-0.21116,-1.82450,2.40562,,-0.54480,0.09766,0.75412,-0.35349,
134.17188,-24.01733,67.68799,-122.07031,-0.25285,-1.60724,2.17582,,-0.55119,0.09389,0.75265,-0.34769,
134.17969,104.24805,105.40771,-94.48242,-1.00043,-1.39659,2.26321,,-0.55957,0.08767,0.74649,-0.34921,
134.18750,208.31299,89.38599,-72.50977,-0.88246,-0.36127,1.47935,,-0.56711,0.07819,0.73821,-0.35683,
134.19531,226.89819,84.04541,-66.80298,-0.85670,-0.19869,1.14512,,-0.57422,0.06805,0.72943,-0.36547,
134.20313,249.26758,66.65039,-58.95996,-0.70194,0.05241,0.82719,,-0.58015,0.05700,0.72060,-0.37538,
134.21094,257.35474,55.45044,-50.01831,-0.43705,0.12916,0.59301,,-0.58514,0.04574,0.71176,-0.38590,
134.21875,259.42993,57.37305,-43.94531,-0.33772,0.17208,0.52996,,-0.58984,0.03473,0.70257,-0.39658,
134.22656,257.90405,69.30542,-27.49634,-0.16824,0.21548,0.40873,,-0.59447,0.02487,0.69269,-0.40765,
134.23438,248.80981,89.44702,-7.08008,-0.10765,0.17551,0.36637,,-0.59926,0.01690,0.68198,-0.41894,
134.24219,242.67578,98.99902,3.96729,-0.09686,0.11200,0.37903,,-0.60396,0.00996,0.67084,-0.43024,
134.25000,232.42188,115.90576,26.39771,-0.14101,-0.04347,0.44695,,-0.60858,0.00498,0.65908,-0.44184,
134.25781,227.47803,124.87793,46.75293,-0.19055,-0.11605,0.54627,,-0.61278,0.00141,0.64687,-0.45394,
134.26563,225.73853,126.64795,55.78613,-0.21214,-0.13861,0.62198,,-0.61657,-0.00163,0.63443,-0.46619,
134.27344,223.26660,123.80981,72.26563,-0.23470,-0.26637,0.79749,,-0.61952,-0.00394,0.62196,-0.47889,
134.28125,227.56958,116.08887,85.81543,-0.21140,-0.50914,0.96595,,-0.62149,-0.00610,0.60947,-0.49219,
134.28906,234.03931,111.60278,91.61377,-0.17608,-0.61802,1.03509,,-0.62286,-0.00842,0.59673,-0.50585,
134.29688,252.59399,105.04150,102.02026,-0.02941,-0.82155,1.09132,,-0.62336,-0.01132,0.58340,-0.52052,
134.30469,274.13940,105.74341,111.51123,0.07605,-0.85343,1.09254,,-0.62326,-0.01473,0.56903,-0.53622,
134.31250,283.05054,107.51343,115.60059,0.10696,-0.83381,1.08012,,-0.62278,-0.01827,0.55399,-0.55219,
134.32031,293.85376,110.47363,121.79565,0.13026,-0.76368,1.07063,,-0.62184,-0.02193,0.53815,-0.56853,
134.32813,295.44067,110.13794,124.42017,0.13271,-0.81125,1.05773,,-0.62045,-0.02556,0.52199,-0.58474,
